ending	O	end	VBG
by	O	by	IN
saying	O	say	VBG
''	O	''	''
``I	O	``i	NNP
think	O	think	VBP
I	O	I	PRP
know	O	know	VBP
his	O	he	PRP$
heart	O	heart	NN
.	O	.	.
''''''"	O	''''''"	UH

``RT	O	``rt	RT
@FakeUsername	O	@fakeusername	USR
:	O	:	:
At	O	at	IN
least	O	least	JJS
it's	O	it'	PRP
not	O	not	RB
Amy	O	Amy	NNP
Winehouse	O	Winehouse	NNP
...	O	...	:
if	O	if	IN
you	O	you	PRP
play	O	play	VBP
''	O	''	''
``I'm	O	``i'm	NNP
not	O	not	RB
going	O	go	VBG
to	O	to	TO
rehab	O	rehab	NN
''''	O	''''	VBZ
10	O	10	CD
times	O	time	NNS
in	O	in	IN
a	O	a	DT
row	O	row	NN
it	O	it	PRP
means	O	mean	VBZ
you	O	you	PRP
need	O	need	VBP
to	O	to	TO
go	O	go	VB
......	O	......	:
''	O	''	''

"	O	"	''
RT	O	rt	RT
@FakeUsername	O	@fakeusername	USR
:	O	:	:
I	O	I	PRP
love	O	love	VBP
it	O	it	PRP
wet	O	wet	JJ
,	O	,	,
juicy	O	juicy	JJ
and	O	and	CC
in	O	in	IN
a	O	a	DT
nice	O	nice	JJ
red/pink	O	red/pink	NN
color	O	color	NN
.	O	.	.
Sometimes	O	sometimes	RB
it	O	it	PRP
gets	O	get	VBZ
the	O	the	DT
hands	O	hand	NNS
sticky	O	sticky	JJ
,	O	,	,
but	O	but	CC
I	O	I	PRP
dont	O	dont	VBP
mind	O	mind	VB
.	O	.	.
Watermelon	O	Watermelon	NN
is	O	be	VBZ
great	O	great	JJ
"	O	"	''

RT	O	rt	RT
@FakeUsername	O	@fakeusername	USR
:	O	:	:
Hugh	O	Hugh	NNP
Hefner	O	Hefner	NNP
got	O	get	VBD
engaged	O	engage	VBN
to	O	to	TO
his	O	he	PRP$
24	O	24	CD
year	O	year	NN
old	O	old	JJ
girlfriend	O	girlfriend	NN
over	O	over	IN
Christmas	O	Christmas	NNP
.	O	.	.
I	O	I	PRP
think	O	think	VBP
I	O	I	PRP
speak	O	speak	VBP
for	O	for	IN
the	O	the	DT
world	O	world	NN
when	O	when	WRB
I	O	I	PRP
say	O	say	VBP
:	O	:	:
ew	O	ew	UH
.	O	.	.

RT	O	rt	RT
@FakeUsername	O	@fakeusername	USR
:	O	:	:
Sending	O	send	VBG
You	O	you	PRP
Love	O	Love	VBP
Light	O	Light	NNP
Peace	O	Peace	NN
Blessings	O	Blessings	NNS
&	O	&	CC
Miracles	O	Miracles	NNS
~	O	~	:
Lori	O	Lori	NNP
Moreno	O	Moreno	NNP

RT	O	rt	RT
@FakeUsername	O	@fakeusername	USR
:	O	:	:
@FakeUsername	O	@fakeusername	USR
I	O	I	PRP
bet	O	bet	VBP
u	O	u	PRP
don't	O	don't	VBP
get	O	get	VB
to	O	to	TO
sleep	O	sleep	VB
!	O	!	.
_	O	_	UH
I	O	I	PRP
do	O	do	VBP
but	O	but	CC
then	O	then	RB
I	O	I	PRP
just	O	just	RB
wake	O	wake	VB
up	O	up	RP
@	O	@	USR
stupid	O	stupid	JJ
times	O	time	NNS
...	O	...	:

RT	O	rt	RT
@FakeUsername	O	@fakeusername	USR
:	O	:	:
A	O	a	DT
loving	O	loving	JJ
heart	O	heart	NN
is	O	be	VBZ
the	O	the	DT
truest	O	truest	JJ
wisdom	O	wisdom	NN
~	O	~	:
Charles	O	Charles	NNP
Dickens	O	Dickens	NNP
?	O	?	.

RT	O	rt	RT
@FakeUsername	O	@fakeusername	USR
:	O	:	:
Don't	O	don't	VB
forget	O	forget	VB
to	O	to	TO
love	O	love	VB
yourself	O	yourself	PRP
..	O	..	:
~	O	~	:
Soren	O	Soren	NNP
Kierkegaard	O	Kierkegaard	NNP
??	O	??	.

RT	O	rt	RT
@FakeUsername	O	@fakeusername	USR
:	O	:	:
Would	O	would	MD
love	O	love	VB
to	O	to	TO
be	O	be	VB
a	O	a	DT
fly	O	fly	NN
on	O	on	IN
the	O	the	DT
wall	O	wall	NN
for	O	for	IN
this	O	this	DT
dinner	O	dinner	NN
convo	O	convo	NN
:	O	:	:
Senator	O	Senator	NNP
Will	O	Will	MD
Move	O	move	VB
in	O	in	IN
With	O	with	IN
His	O	he	PRP$
Dad	O	Dad	NN
http://FakeURL	O	http://fakeurl	URL

RT	O	rt	RT
@FakeUsername	O	@fakeusername	USR
:	O	:	:
@FakeUsername	O	@FakeUsername	USR
Haha	O	Haha	UH
yes	O	yes	UH
!	O	!	.
Love	O	Love	VB
it	O	it	PRP
.	O	.	.
@FakeUsername	O	@fakeusername	USR
@FakeUsername	O	@fakeusername	USR
@FakeUsername	O	@fakeusername	USR
@FakeUsername	O	@fakeusername	USR
@FakeUsername	O	@fakeusername	USR
@FakeUsername	O	@fakeusername	USR
@FakeUsername	O	@fakeusername	USR
@FakeUsername	O	@fakeusername	USR

"	O	"	''
RT	O	rt	RT
@FakeUsername	O	@fakeusername	USR
:	O	:	:
Don't	O	don't	VB
care	O	care	VB
how	O	how	WRB
great	O	great	JJ
an	O	a	DT
athlete	O	athlete	NN
Vick	O	Vick	NNP
is	O	be	VBZ
now	O	now	RB
.	O	.	.
He	O	he	PRP
is	O	be	VBZ
not	O	not	RB
a	O	a	DT
hero	O	hero	NN
and	O	and	CC
he	O	he	PRP
can	O	can	MD
not	O	not	RB
own	O	own	VB
a	O	a	DT
dog	O	dog	NN
.	O	.	.
#FakeHashtag	O	#fakehashtag	HT
,	O	,	,
peeps	O	peep	NNS
.	O	.	.
"	O	"	''

"	O	"	''
RT	O	rt	RT
@FakeUsername	O	@fakeusername	USR
:	O	:	:
@FakeUsername	O	@fakeusername	USR
I'd	O	i'd	PRP
probably	O	probably	RB
give	O	give	VB
my	O	my	PRP$
left	O	left	JJ
nut	O	nut	NN
to	O	to	TO
BE	O	be	VB
the	O	the	DT
bike	O	bike	NN
from	O	from	IN
Tron	O	Tron	NNP
,	O	,	,
if	O	if	IN
Olivia	O	Olivia	NNP
Wilde	O	Wilde	NNP
would	O	would	MD
ride	O	ride	VB
me	O	I	PRP
.	O	.	.
Giggaddy	O	Giggaddy	NNP
.	O	.	.
"	O	"	''

"	O	"	''
RT	O	rt	RT
@FakeUsername	O	@fakeusername	USR
:	O	:	:
2011	O	2011	CD
Will	O	will	MD
Be	O	be	VB
A	O	a	DT
Major	O	major	JJ
Year	O	year	NN
For	O	for	IN
Me	O	I	PRP
,	O	,	,
My	O	my	PRP$
Team	O	Team	NN
&	O	&	CC
My	O	my	PRP$
Supporters	O	supporter	NN
-	O	-	:
I	O	I	PRP
HOPE	O	hope	VBP
YALL	O	yall	PRP
ALL	O	all	DT
COME	O	come	VB
SPEND	O	spend	VB
YEARS	O	year	NNS
WITH	O	with	IN
ME	O	me	PRP
!!!	O	!!!	.
HIT	O	HIT	VB
ME	O	ME	PRP
UP	O	up	RP
FOR	O	for	IN
DETAILS	O	detail	NNS
"	O	"	''

RT	O	rt	RT
@FakeUsername	O	@fakeusername	USR
:	O	:	:
Rope	O	rope	NNP
access	O	access	NN
forum	O	forum	NN
worth	O	worth	JJ
a	O	a	DT
look	O	look	NN
for	O	for	IN
those	O	those	DT
in	O	in	IN
the	O	the	DT
industry	O	industry	NN
http://FakeURL	O	http://fakeurl	URL
#FakeHashtag	O	#fakehashtag	HT
#FakeHashtag	O	#fakehashtag	HT
#FakeHashtag	O	#fakehashtag	HT

RT	O	rt	RT
@FakeUsername	O	@fakeusername	USR
:	O	:	:
EVERYONE	O	everyone	NN
HELP	O	help	VB
SPREAD	O	spread	VBD
THE	O	the	DT
VIRUS	O	virus	NN
GO	O	GO	VB
FOLLOW	O	FOLLOW	VB
@FakeUsername	O	@FakeUsername	USR
FROM	O	FROM	IN
@FakeUsername	O	@FakeUsername	USR
FOLLOWING	O	FOLLOWING	VBG
DAVE	O	DAVE	NNP
MORE	O	more	JJR
ENTERTAINING	O	entertaining	JJ
THEN	O	then	RB
...	O	...	:

``RT	O	``rt	RT
@FakeUsername	O	@fakeusername	USR
@FakeUsername	O	@fakeusername	USR
weez	O	weez	UH
we	O	we	PRP
will	O	will	MD
take	O	take	VB
him	O	he	PRP
down	O	down	RP
here	O	here	RB
in	O	in	IN
Nashville	O	Nashville	NNP
-	O	-	:
Carson	O	Carson	NNP
''	O	''	''
``throw	O	``throw	VBZ
it	O	it	PRP
to	O	to	TO
the	O	the	DT
other	O	other	JJ
team	O	team	NN
''''	O	''''	NNP
Palmer	O	Palmer	NNP
??	O	??	.
''	O	''	''

"	O	"	''
RT	O	rt	RT
@FakeUsername	O	@fakeusername	USR
:	O	:	:
#FakeHashtag	O	#fakehashtag	HT
,	O	,	,
you	O	you	PRP
hate	O	hate	VBP
Don	O	Don	NNP
Cherry	O	Cherry	NNP
right	O	right	RB
?	O	?	.
"	O	"	''

RT	O	rt	RT
@FakeUsername	O	@fakeusername	USR
:	O	:	:
Cooking	O	cooking	VBG
is	O	be	VBZ
a	O	a	DT
way	O	way	NN
of	O	of	IN
listening	O	listen	VBG
2	O	2	CD
the	O	the	DT
radio	O	radio	NN
.	O	.	.
-Brian	O	-brian	NNP
Eno	O	eno	NNP
#FakeHashtag	O	#fakehashtag	HT

"	O	"	''
RT	O	rt	RT
@FakeUsername	O	@fakeusername	USR
:	O	:	:
For	O	for	IN
most	O	most	JJS
of	O	of	IN
history	O	history	NN
,	O	,	,
Anonymous	O	Anonymous	JJ
was	O	be	VBD
a	O	a	DT
woman	O	woman	NN
.	O	.	.
-Virginia	O	-virginia	NNP
Woolf	O	Woolf	NNP
#FakeHashtag	O	#FakeHashtag	HT
"	O	"	''

RT	O	rt	RT
@FakeUsername	O	@fakeusername	USR
:	O	:	:
Max	O	Max	NNP
Presley	O	Presley	NNP
Boon	O	Boon	NN
15	O	15	CD
yrs	O	yr	NNS
old	O	old	JJ
one	O	one	CD
of	O	of	IN
our	O	we	PRP$
Grandchildren	O	grandchildren	NNS
this	O	this	DT
pic	O	pic	NN
took	O	take	VBD
my	O	my	PRP$
breath	O	breath	NN
away	O	away	RB
~	O	~	:
how	O	how	WRB
handsome	O	handsome	JJ
is	O	be	VBZ
he	O	he	PRP
XXX	O	xxx	UH
http://FakeURL	O	http://fakeurl	URL
...	O	...	:

RT	O	rt	RT
@FakeUsername	O	@fakeusername	USR
:	O	:	:
Happy	O	happy	JJ
bday	O	bday	NN
RICHARD	O	RICHARD	NNP
PRYOR	O	PRYOR	NNP
.	O	.	.
U	O	U	PRP
R	O	R	VBP
the	O	the	DT
greatest	O	greatest	JJS
.	O	.	.
Thx	O	thx	NNS
4	O	4	CD
inspiring	O	inspiring	JJ
a	O	a	DT
few	O	few	JJ
generations	O	generation	NNS
of	O	of	IN
comics	O	comic	NNS
.	O	.	.
U	O	U	PRP
made	O	make	VBD
us	O	we	PRP
laff	O	laff	NN
w/ur	O	w/ur	NN
pain	O	pain	NN
.	O	.	.
H	O	h	NNP
...	O	...	:

RT	O	rt	RT
@FakeUsername	O	@fakeusername	USR
:	O	:	:
Rest	O	rest	NN
in	O	in	IN
paradise	O	paradise	NN
Elizabeth	O	Elizabeth	NNP
Edwards	O	Edwards	NNP
.	O	.	.
Your	O	you	PRP$
6	O	6	CD
year	O	year	NN
battle	O	battle	NN
reminds	O	remind	VBZ
me	O	I	PRP
of	O	of	IN
the	O	the	DT
delicacy	O	delicacy	NN
of	O	of	IN
this	O	this	DT
life	O	life	NN
.	O	.	.
Let's	O	Let's	VB
live	O	live	JJ
life	O	life	NN
to	O	to	TO
its	O	its	PRP$
f	O	f	NN
...	O	...	:

RT	O	rt	RT
@FakeUsername	O	@fakeusername	USR
:	O	:	:
why	O	why	WRB
does	O	do	VBZ
mike	O	mike	NNP
tomlin	O	tomlin	NNP
always	O	always	RB
look	O	look	VB
like	O	like	IN
he's	O	he'	VBZ
about	O	about	IN
to	O	to	TO
cry	O	cry	VB
?	O	?	.
<	O	<	PRP
because	O	because	IN
he	O	he	PRP
can	O	can	MD
see	O	see	VB
the	O	the	DT
future	O	future	NN

RT	O	rt	RT
@FakeUsername	O	@fakeusername	USR
:	O	:	:
Michael	O	Michael	NNP
Lohan's	O	Lohan's	NNP
New	O	New	NNP
Years	O	year	NNP
resolution	O	resolution	NN
:	O	:	:
I	O	I	PRP
will	O	will	MD
no	O	no	RB
longer	O	longer	RB
comment	O	comment	VB
on	O	on	IN
a	O	a	DT
daughter	O	daughter	NN
I	O	I	PRP
barely	O	barely	RB
know	O	know	VBP
.	O	.	.
#FakeHashtag	O	#fakehashtag	HT
?	O	?	.

"	O	"	''
``RT	O	``rt	NNP
@FakeUsername:''	O	@fakeusername:''	USR
``HAVE	O	``have	NNP
NEVER	O	never	RB
F	O	f	NN
\*	O	\*	SYM
^%	O	^%	NN
ING	O	ING	VBG
HEARD	O	HEARD	VBN
OF	O	of	IN
(	O	(	(
Caleb	O	Caleb	NNP
Haine	O	Haine	NNP
)''	O	)''	NNP
,	O	,	,
BUT	O	BUT	CC
RIGHT	O	RIGHT	RB
NOW	O	now	RB
I	O	I	PRP
LOVE	O	love	VBP
YOU	O	you	PRP
MORE	O	more	JJR
THAN	O	than	IN
MY	O	MY	PRP$
GODDAMN	O	GODDAMN	JJ
WIFE	O	WIFE	NN
.	O	.	.
"	O	"	''

RT	O	rt	RT
@FakeUsername	O	@fakeusername	USR
:	O	:	:
Blog	O	Blog	NN
:	O	:	:
April	O	April	NNP
Route	O	Route	NNP
Hijack	O	Hijack	NNP
:	O	:	:
Sifting	O	sift	VBG
through	O	through	IN
the	O	the	DT
confusion	O	confusion	NN
:	O	:	:
A	O	a	DT
lot	O	lot	NN
has	O	have	VBZ
been	O	be	VBN
written	O	write	VBN
in	O	in	IN
recent	O	recent	JJ
days	O	day	NNS
since	O	since	IN
we	O	we	PRP
have	O	have	VBP
pos	O	po	NN
...	O	...	:
http	O	http	URL
...	O	...	:

"	O	"	''
RT	O	rt	RT
@FakeUsername	O	@fakeusername	USR
:	O	:	:
They	O	they	PRP
should	O	should	MD
put	O	put	VB
Justin	O	Justin	NNP
Beiber	O	Beiber	NNP
in	O	in	IN
the	O	the	DT
jungle	O	jungle	NN
.	O	.	.
Not	O	not	RB
in	O	in	IN
I'm	O	i'm	VBP
A	O	a	DT
Celeb	O	celeb	NNP
,	O	,	,
they	O	they	PRP
should	O	should	MD
just	O	just	RB
generally	O	generally	RB
put	O	put	VB
him	O	he	PRP
there	O	there	RB
.	O	.	.
"	O	"	''

RT	O	rt	RT
@FakeUsername	O	@fakeusername	USR
:	O	:	:
This	O	this	DT
Katy	O	Katy	NNP
Perry	O	Perry	NNP
story	O	story	NN
on	O	on	IN
E	O	e	NNP
!	O	!	.
is	O	be	VBZ
inspirational	O	inspirational	JJ
ppl	O	ppl	NNS
see	O	see	VBP
the	O	the	DT
glitz	O	glitz	NN
+	O	+	VBP
glamor	O	glamor	NN
..	O	..	:
but	O	but	CC
NO	O	no	DT
ONE	O	one	CD
knows	O	know	VBZ
the	O	the	DT
struggle	O	struggle	NN
it	O	it	PRP
takes	O	take	VBZ
2	O	2	TO
get	O	get	VB
here	O	here	RB
...	O	...	:

RT	O	rt	RT
@FakeUsername	O	@fakeusername	USR
:	O	:	:
Juan	O	Juan	NNP
Williams	O	Williams	NNP
Writing	O	write	VBG
Book	O	Book	NN
Dealing	O	deal	VBG
With	O	with	IN
His	O	he	PRP$
NPR	O	NPR	NNP
Ouster	O	ouster	NNP
http://FakeURL	O	http://fakeurl	URL
JN	O	jn	NNP

"	O	"	''
RT	O	rt	RT
@FakeUsername	O	@fakeusername	USR
Some	O	some	DT
of	O	of	IN
us	O	we	PRP
focus	O	focus	VBP
on	O	on	IN
what	O	what	WP
we	O	we	PRP
going	O	go	VBG
through	O	through	IN
,	O	,	,
instead	O	instead	RB
of	O	of	IN
focusing	O	focus	VBG
what	O	what	WP
we	O	we	PRP
need	O	need	VBP
to	O	to	TO
do	O	do	VB
.	O	.	.
"	O	"	''

RT	O	rt	RT
@FakeUsername	O	@fakeusername	USR
:	O	:	:
Ex-Bolton	O	Ex-Bolton	NNP
star	O	star	NNP
Michael	O	Michael	NNP
Ricketts	O	Ricketts	NNP
admits	O	admit	VBZ
headbutt	O	headbutt	VB
attack	O	attack	NN
on	O	on	IN
his	O	he	PRP$
girlfriend	O	girlfriend	NN
http://FakeURL	O	http://fakeurl	URL

RT	O	rt	RT
@FakeUsername	O	@fakeusername	USR
:	O	:	:
Shaun	O	Shaun	NNP
Ryder's	O	Ryder's	NNP
bid	O	bid	NN
to	O	to	TO
get	O	get	VB
out	O	out	IN
of	O	of	IN
`I'm	O	`i'm	NNP
A	O	a	DT
Celebrity	O	Celebrity	NN
'	O	'	''
jail	O	jail	NN
-	O	-	:
Shaun	O	Shaun	NNP
Ryder	O	Ryder	NNP
and	O	and	CC
the	O	the	DT
other	O	other	JJ
`jailed	O	`jailed	JJ
'	O	'	''
I'm	O	i'm	VBP
A	O	a	DT
Celebrity	O	Celebrity	NN
contesta	O	contesta	NN
......	O	......	:

RT	O	rt	RT
@FakeUsername	O	@fakeusername	USR
:	O	:	:
Who	O	who	WP
is	O	be	VBZ
this	O	this	DT
lame	O	lame	JJ
??	O	??	.
<	O	<	SYM
Whoa	O	Whoa	UH
chief	O	chief	NN

RT	O	rt	RT
@FakeUsername	O	@fakeusername	USR
:	O	:	:
Is	O	be	VBZ
Maxine	O	Maxine	NNP
Waters	O	Waters	NNP
taking	O	take	VBG
crocodile	O	crocodile	NN
tear-shedding	O	tear-shedding	NN
lessons	O	lesson	NNS
from	O	from	IN
@FakeUsername	O	@FakeUsername	USR
?	O	?	.

RT	O	rt	RT
@FakeUsername	O	@fakeusername	USR
:	O	:	:
My	O	my	PRP$
Prayers	O	prayer	NNS
go	O	go	VBP
out	O	out	IN
to	O	to	TO
Teena	O	Teena	NNP
Marie	O	Marie	NNP
family	O	family	NN
.	O	.	.
Teena	O	Teena	NNP
created	O	create	VBD
music	O	music	NN
that	O	that	WDT
is	O	be	VBZ
Timeless	O	timeless	JJ
!	O	!	.
Songs	O	Songs	NNS
sung	O	sing	VBN
with	O	with	IN
soul	O	soul	NN
and	O	and	CC
conviction	O	conviction	NN
a	O	a	DT
T	O	t	NN
...	O	...	:

``RT	O	``rt	RT
@FakeUsername	O	@fakeusername	USR
:	O	:	:
Merle	O	Merle	NNP
Haggard	O	Haggard	NNP
recorded	O	record	VBD
''	O	''	''
``Jesus	O	``jesus	NNP
Christ	O	Christ	NNP
''''	O	''''	VBZ
just	O	just	RB
for	O	for	IN
me	O	I	PRP
to	O	to	TO
run	O	run	VB
over	O	over	IN
credits	O	credit	NNS
to	O	to	TO
my	O	my	PRP$
''	O	''	''
``Capitalism	O	``capitalism	NN
:	O	:	:
ALoveStory	O	alovestory	NNP
''''	O	''''	NNP
.	O	.	.
Thanks	O	thanks	NNS
Merle	O	Merle	NNP
!	O	!	.
http://m	O	http://m	URL
...	O	...	:
''	O	''	''

RT	O	rt	RT
@FakeUsername	O	@fakeusername	USR
:	O	:	:
The	O	the	DT
difference	O	difference	NN
b/w	O	b/w	IN
Kim	O	Kim	NNP
and	O	and	CC
Nicki	O	Nicki	NNP
is	O	be	VBZ
If	O	if	IN
you	O	you	PRP
a	O	a	DT
str8	O	str8	JJ
male	O	male	NNP
you	O	you	PRP
shouldnt	O	shouldnt	MD
be	O	be	VB
bumpin	O	bumpin	VBG
Nicki	O	Nicki	NNP
shit	O	shit	NN
anyway	O	anyway	RB
.	O	.	.
Kim	O	Kim	NNP
had	O	have	VBD
dudes	O	dude	NNS
bumpin	O	bumpin	VBG
he	O	he	PRP
...	O	...	:

"	O	"	''
RT	O	rt	RT
@FakeUsername	O	@fakeusername	USR
:	O	:	:
COMING	O	come	VBG
SOON	O	SOON	RB
:	O	:	:
THE	O	the	DT
SWORD	O	sword	NN
,	O	,	,
PHARCYDE	O	PHARCYDE	NNP
,	O	,	,
YANN	O	YANN	NNP
TIERSEN	O	TIERSEN	NNP
,	O	,	,
COOL	O	COOL	JJ
KIDS	O	KIDS	NNS
,	O	,	,
DEERHOOF	O	DEERHOOF	NNP
,	O	,	,
WIRE	O	WIRE	NNP
,	O	,	,
SWANS	O	SWANS	NNP
,	O	,	,
MONOTONIX	O	MONOTONIX	NNP
,	O	,	,
NO	O	no	DT
AGE	O	age	NN
,	O	,	,
FASHION	O	FASHION	NN
FREAKOUT	O	FREAKOUT	NN
...	O	...	:
"	O	"	''

RT	O	rt	RT
@FakeUsername	O	@fakeusername	USR
:	O	:	:
I'm	O	i'm	VBP
absolutely	O	absolutely	RB
disgusted	O	disgusted	VBN
by	O	by	IN
what	O	what	WP
people	O	people	NNS
say	O	say	VBP
about	O	about	IN
Clive	O	Clive	NNP
Owen's	O	Owen's	NNP
wife	O	wife	NN
on	O	on	IN
his	O	he	PRP$
Facebook	O	Facebook	NNP
fanpage	O	fanpage	NN
.	O	.	.
WHO	O	who	WP
CARES	O	care	VBZ
IF	O	if	IN
HIS	O	he	PRP$
WIFE	O	wife	NN
IS	O	be	VBZ
PRE	O	pre	NNP
...	O	...	:

``RT	O	``rt	RT
@FakeUsername	O	@fakeusername	USR
:	O	:	:
I	O	I	PRP
think	O	think	VBP
Jim	O	Jim	NNP
Schwartz's	O	Schwartz's	NNP
description	O	description	NN
of	O	of	IN
QB	O	QB	NNP
Shaun	O	Shaun	NNP
Hill	O	Hill	NNP
was	O	be	VBD
perfect:''	O	perfect:''	JJ
``He's	O	``he's	NNS
a	O	a	DT
football	O	football	NN
playing	O	play	VBG
dude	O	dude	NN
.	O	.	.
''''	O	''''	UH
Maybe	O	maybe	RB
not	O	not	RB
prettiest	O	prettiest	JJ
but	O	but	CC
...	O	...	:
''	O	''	''

"	O	"	''
RT	O	rt	RT
@FakeUsername	O	@fakeusername	USR
:	O	:	:
Happy	O	happy	JJ
and	O	and	CC
felicitous	O	felicitous	JJ
new	O	new	JJ
year	O	year	NN
,	O	,	,
parishioners	O	parishioner	NNS
.	O	.	.
May	O	may	MD
1811	O	1811	CD
be	O	be	VB
a	O	a	DT
year	O	year	NN
of	O	of	IN
patronage	O	patronage	NN
and	O	and	CC
condescension	O	condescension	NN
for	O	for	IN
you	O	you	PRP
all	O	all	DT
.	O	.	.
"	O	"	''

RT	O	rt	RT
@FakeUsername	O	@fakeusername	USR
:	O	:	:
A	O	a	DT
lot	O	lot	NN
of	O	of	IN
yall	O	yall	PRP
dudes	O	dude	NNS
out	O	out	IN
here	O	here	RB
think	O	think	VB
they	O	they	PRP
doin	O	doin	VBG
stuff	O	stuff	NN
by	O	by	IN
running	O	run	VBG
thru	O	thru	IN
women	O	woman	NNS
...	O	...	:
I	O	I	PRP
think	O	think	VBP
different	O	different	JJ
...	O	...	:

RT	O	rt	RT
@FakeUsername	O	@fakeusername	USR
:	O	:	:
Cher	O	Cher	NNP
is	O	be	VBZ
about	O	about	IN
as	O	as	RB
hip	O	hip	NN
hop	O	hop	NN
as	O	as	IN
Kanye	O	Kanye	NNP
West	O	West	NNP

RT	O	rt	RT
@FakeUsername	O	@fakeusername	USR
:	O	:	:
We	O	we	PRP
are	O	be	VBP
officially	O	officially	RB
done	O	do	VBN
with	O	with	IN
God	O	God	NNP
bless	O	bless	VBZ
Ozzy	O	Ozzy	NNP
Osbourne	O	Osbourne	NNP
!	O	!	.
2	O	2	CD
years	O	year	NNS
11	O	11	CD
months	O	month	NNS
to	O	to	TO
complete	O	complete	VB
.	O	.	.
It	O	it	PRP
is	O	be	VBZ
like	O	like	IN
nothing	O	nothing	NN
anyone	O	anyone	NN
has	O	have	VBZ
seen	O	see	VBN
on	O	on	IN
Dad	O	Dad	NNP
.	O	.	.

RT	O	rt	RT
@FakeUsername	O	@fakeusername	USR
:	O	:	:
Ponz	O	Ponz	NNP
you	O	you	PRP
are	O	be	VBP
a	O	a	DT
standard	O	standard	JJ
bastard	O	bastard	NN
:	O	:	:
(	O	(	UH
always	O	always	RB
ruining	O	ruin	VBG
the	O	the	DT
tins	O	tin	NN
>	O	>	SYM
what	O	what	WP
did	O	do	VBD
I	O	I	PRP
do	O	do	VBP
?	O	?	.

RT	O	rt	RT
@FakeUsername	O	@fakeusername	USR
:	O	:	:
Well	O	well	UH
that's	O	that's	VBZ
one	O	one	CD
way	O	way	NN
for	O	for	IN
the	O	the	DT
Jets	O	jet	NNS
to	O	to	TO
score	O	score	VB
a	O	a	DT
touchdown	O	touchdown	NN
.	O	.	.
97	O	97	CD
yard	O	yard	NN
return	O	return	NN
by	O	by	IN
Brad	O	Brad	NNP
Smith	O	Smith	NNP
of	O	of	IN
the	O	the	DT
opening	O	opening	NN
kickoff	O	kickoff	NN

RT	O	rt	RT
@FakeUsername	O	@fakeusername	USR
:	O	:	:
Brett	O	Brett	NNP
Farve	O	Farve	NNP
injured	O	injure	VBD
?	O	?	.
Couldn't	O	Couldn't	MD
tell	O	tell	VB
with	O	with	IN
that	O	that	DT
drive	O	drive	NN

RT	O	rt	RT
@FakeUsername	O	@fakeusername	USR
:	O	:	:
I	O	I	PRP
am	O	be	VBP
so	O	so	RB
thankful	O	thankful	JJ
for	O	for	IN
our	O	we	PRP$
precious	O	precious	JJ
gifts	O	gift	NNS
from	O	from	IN
God	O	God	NNP
!	O	!	.
Adalynn	O	Adalynn	NNP
Rose	O	Rose	NNP
&	O	&	CC
Noah	O	Noah	NNP
James	O	James	NNP
are	O	be	VBP
doing	O	do	VBG
great	O	great	JJ
!	O	!	.
:)	O	:)	UH

RT	O	rt	RT
@FakeUsername	O	@fakeusername	USR
:	O	:	:
Elton	O	Elton	NNP
John	O	John	NNP
is	O	be	VBZ
editing	O	editing	VBG
The	O	the	DT
Independent	O	Independent	NNP
tomorrow	O	tomorrow	NN
for	O	for	IN
Worlds	O	world	NNPS
AIDS	O	AIDS	NNP
day	O	day	NN
lets	O	let	VBP
tweet	O	tweet	VB
him	O	he	PRP
our	O	we	PRP$
support	O	support	NN
@FakeUsername	O	@fakeusername	USR
-	O	-	:
go	O	go	VB
on	O	on	IN
-	O	-	:
do	O	do	VBP
...	O	...	:

RT	O	rt	RT
@FakeUsername	O	@fakeusername	USR
:	O	:	:
Elton	O	Elton	NNP
John	O	John	NNP
is	O	be	VBZ
many	O	many	JJ
people's	O	people'	NNS
hero	O	hero	NN
-	O	-	:
for	O	for	IN
his	O	he	PRP$
music	O	music	NN
-	O	-	:
for	O	for	IN
his	O	he	PRP$
work	O	work	NN
against	O	against	IN
HIV/AIDS	O	hiv/aids	NNP
but	O	but	CC
who	O	who	WP
are	O	be	VBP
his	O	he	PRP$
heroes	O	hero	NNS
?	O	?	.
Read	O	read	VB
in	O	in	IN
...	O	...	:
h	O	h	UH
...	O	...	:

RT	O	rt	RT
@FakeUsername	O	@fakeusername	USR
:	O	:	:
I	O	I	PRP
miss	O	miss	VBP
my	O	my	PRP$
waves	O	wave	NNS
<	O	<	SYM
man	O	man	NN
I	O	I	PRP
was	O	be	VBD
jus	O	jus	RB
thinkin	O	thinkin	VBG
that	O	that	IN
.	O	.	.
I	O	I	PRP
miss	O	miss	VBP
mine	O	mine	PRP
too	O	too	RB

RT	O	rt	RT
@FakeUsername	O	@fakeusername	USR
:	O	:	:
Electric	O	Electric	NNP
car	O	car	NN
completes	O	complete	VBZ
epic	O	epic	JJ
journey	O	journey	NN
:	O	:	:
An	O	a	DT
electric	O	electric	JJ
sportscar	O	sportscar	NN
developed	O	develop	VBN
by	O	by	IN
British	O	british	JJ
engineers	O	engineer	NNS
has	O	have	VBZ
finished	O	finish	VBN
a	O	a	DT
remarka	O	remarka	NN
...	O	...	:
http	O	http	NNP
:	O	:	:
...	O	...	:

