will	will	MD
start	start	VB
taking	take	VBG
over	over	IN
since	since	IN
25%	25%	CD
of	of	IN
young	young	JJ
people	people	NNS
ca	can	MD
n't	not	RB
even	even	RB
pass	pass	VB
the	the	DT
Army	Army	NNP
entrance	entrance	NN
exam	exam	NN
.	.	.

@FakeUsername	@FakeUsername	USR
It	it	PRP
was	be	VBD
good	good	JJ
.	.	.
We	we	PRP
'	'	''
re	re	NN
probably	probably	RB
going	go	VBG
to	to	TO
be	be	VB
getting	get	VBG
your	you	PRP$
rain	rain	NN
down	down	IN
here	here	RB
in	in	IN
the	the	DT
Los	Los	NNP
Angeles	Angeles	NNP
area	area	NN
tomorrow	tomorrow	NN
.	.	.

@FakeUsername	@FakeUsername	USR
Okay	okay	UH
Angie	Angie	NNP
.	.	.
I	I	PRP
hope	hope	VBP
the	the	DT
anxiety	anxiety	NN
is	be	VBZ
deleted	delete	VBN
&	&	CC
complete	complete	JJ
relaxation	relaxation	NN
comes	come	VBZ
on	on	IN
.	.	.
Maybe	maybe	RB
staying	stay	VBG
away	away	RB
from	from	IN
Twitter	Twitter	NNP
can	can	MD
help	help	VB
.	.	.

@FakeUsername	@FakeUsername	USR
Our	we	PRP$
educational	educational	JJ
system	system	NN
is	be	VBZ
broke	break	JJ
.	.	.
And	and	CC
those	those	DT
that	that	WDT
took	take	VBD
the	the	DT
Army	Army	NNP
exam	exam	NN
were	be	VBD
the	the	DT
25%	25%	CD
that	that	WDT
passed	pass	VBD
the	the	DT
physical	physical	JJ
.	.	.
Good	good	JJ
night	night	NN
Angie	Angie	NNP
!	!	.

@FakeUsername	@FakeUsername	USR
Thanks	thanks	NNS
for	for	IN
all	all	DT
!	!	.
#FakeHashtag	#fakehashtag	HT
Haha	haha	UH
!	!	.
Nice	nice	JJ
quotes	quote	NNS
!	!	.

@FakeUsername	@fakeusername	USR
yea	yea	UH
:	:	UH
(	(	UH
they	they	PRP
need	need	VBP
Yo	Yo	UH
make	make	VB
that	that	DT
txt	txt	NN
service	service	NN
available	available	JJ
for	for	IN
Canada	Canada	NNP
:	:	:
-LRB-	-lrb-	UH

@FakeUsername	@FakeUsername	USR
um	um	UH
well	well	UH
I	I	PRP
sing	sing	VB
and	and	CC
use	use	VB
to	to	TO
model	model	NN
when	when	WRB
I	I	PRP
was	be	VBD
12	12	CD
.	.	.
And	and	CC
I	I	PRP
14	14	CD
!	!	.
Haha	Haha	UH
,	,	,
wbu	wbu	UH
?	?	.

@FakeUsername	@FakeUsername	USR
The	The	DT
nearest	nearest	JJ
Delifrance	Delifrance	NNP
is	be	VBZ
at	at	IN
Tampines	Tampines	NNP
Mall	mall	NNP
.	.	.
I	I	PRP
shall	shall	MD
do	do	VB
that	that	DT
on	on	IN
my	my	PRP$
day	day	NN
off	off	IN
this	this	DT
Thursday	Thursday	NNP
!	!	.

@FakeUsername	@FakeUsername	USR
But	but	CC
seriously	seriously	RB
,	,	,
Twitter	Twitter	NNP
taught	teach	VBD
me	I	PRP
to	to	TO
be	be	VB
brief	brief	JJ
/	/	CC
right	right	JJ
to	to	TO
the	the	DT
point	point	NN
!	!	.
I	I	PRP
like	like	VBP
2	2	CD
always	always	RB
inc	inc	NNP
links	link	NNS
in	in	IN
my	my	PRP$
Tweets	Tweets	NNS
&	&	CC
2	2	CD
show	show	NN
gratitude	gratitude	NN
!	!	.

@FakeUsername	@FakeUsername	USR
Happy	happy	JJ
New	New	JJ
Year	year	NN
to	to	TO
you	you	PRP
darling	darling	NN
xxx	xxx	UH

@FakeUsername	@FakeUsername	USR
:	:	:
America's	america'	NNP
Best	best	JJ
and	and	CC
Worst	worst	JJ
#FakeHashtag	#fakehashtag	HT
Announced	announced	JJ
http://FakeURL	http://fakeurl	URL

@FakeUsername	@fakeusername	USR
#FakeHashtag	#fakehashtag	HT
#FakeHashtag	#fakehashtag	HT
#FakeHashtag	#fakehashtag	HT
#FakeHashtag	#fakehashtag	HT
#FakeHashtag	#fakehashtag	HT
Sack/Arrst	Sack/Arrst	NNP
Arti	Arti	NNP
Menon	Menon	NNP
UP	up	RP
Off	off	IN
.	.	.
kins	kin	NNP
Hsec	Hsec	NNP
GK	GK	NNP
Pillay	Pillay	NNP
&	&	CC
Mutemwar4key	Mutemwar4key	NNP
roles	role	NNS
,	,	,
abuse	abuse	NN
of	of	IN
powr	powr	NN
in	in	IN
UK	UK	NNP
plottd	plottd	JJ
crimes	crime	NNS

@FakeUsername	@fakeusername	USR
video	video	NN
Monster	monster	NN
Storm	storm	NN
Heads	head	NNS
for	for	IN
Mid-Atlantic	Mid-Atlantic	NNP
,	,	,
Northeast	Northeast	NNP
http://FakeURL	http://FakeURL	URL

@FakeUsername	@fakeusername	USR
love	love	VB
John	John	NNP
Hughes	Hughes	NNP
movies	movie	NNS

@FakeUsername	@FakeUsername	USR
bear	bear	NN
has	have	VBZ
a	a	DT
sexual	sexual	JJ
connotation	connotation	NN
.	.	.
We	we	PRP
do	do	VBP
n't	not	RB
want	want	VB
that	that	DT
.	.	.
Adam	Adam	NNP
Lam	Lam	NNP
...	...	:
cook	cook	VB
.	.	.
That	that	DT
could	could	MD
work	work	VB
.	.	.

@FakeUsername	@fakeusername	USR
I	i	PRP
just	just	RB
do	do	VBP
n't	not	RB
know	know	VB
!	!	.
There's	There's	VBZ
art	art	NN
thief/FBI	thief/fbi	NN
agent	agent	NN
on	on	IN
there	there	RB
,	,	,
Nas	Nas	NNP
!	!	.

@FakeUsername	@fakeusername	USR
I	i	PRP
did	do	VBD
too	too	RB
!	!	.
Twitter	Twitter	NNP
has	have	VBZ
been	be	VBN
up	up	RP
&	&	CC
down	down	RP
too	too	RB
.	.	.
I	I	PRP
wonder	wonder	VBP
if	if	IN
it's	it'	PRP
a	a	DT
cyberattack	cyberattack	NN
.	.	.

@FakeUsername	@FakeUsername	USR
Good	Good	JJ
morning	morning	NN
,	,	,
hope	hope	VBP
you	you	PRP
are	be	VBP
well	well	RB
.	.	.
What	what	WP
happened	happen	VBD
between	between	IN
N	N	NNP
&	&	CC
S	S	NNP
Korea	Korea	NNP
?	?	.
I	I	PRP
missed	miss	VBD
the	the	DT
start	start	NN
of	of	IN
this	this	DT
.	.	.
Have	have	VB
a	a	DT
good	good	JJ
day	day	NN
#FakeHashtag	#fakehashtag	HT
#FakeHashtag	#fakehashtag	HT

@FakeUsername	@fakeusername	USR
that	that	DT
is	be	VBZ
great	great	JJ
.	.	.
jakson	jakson	NNP
(	(	(
You	you	PRP
never	never	RB
achieve	achieve	VB
success	success	NN
unless	unless	IN
you	you	PRP
like	like	VBP
what	what	WP
you	you	PRP
are	be	VBP
doing	do	VBG
.	.	.
~	~	:
Dale	Dale	NNP
Carnegie	Carnegie	NNP
)	)	)

@FakeUsername	@FakeUsername	USR
You	you	PRP
should	should	MD
not	not	RB
swear	swear	VBP
on	on	IN
Twitter	Twitter	NNP
and	and	CC
say	say	VB
that	that	DT
4	4	CD
letter	letter	NN
word	word	NN
!	!	.
SNOW	snow	NN
!	!	.
NO	no	DT
SNOW	SNOW	NN
!!!!	!!!!	.
LOL	LOL	UH
Not	not	RB
ready	ready	JJ
yet	yet	RB
!	!	.
:	:	UH
o	o	UH
)	)	)

@FakeUsername	@FakeUsername	USR
What	what	PRP
is	be	VBZ
#FakeHashtag	#FakeHashtag	HT
trending	trend	VBG
in	in	IN
India	India	NNP
lol	lol	UH

@FakeUsername	@fakeusername	USR
is	be	VBZ
out	out	IN
of	of	IN
his	he	PRP$
fucking	fucking	JJ
mind	mind	NN
.	.	.
He	he	PRP
is	be	VBZ
not	not	RB
drunk	drunk	JJ
,	,	,
he	he	PRP
is	be	VBZ
not	not	RB
high	high	JJ
,	,	,
and	and	CC
he	he	PRP
is	be	VBZ
not	not	RB
in	in	IN
Chicago	Chicago	NNP

@FakeUsername	@FakeUsername	USR
The	The	DT
Torch	Torch	NN
is	be	VBZ
only	only	RB
$	$	$
50.00	50.00	CD
on	on	IN
http://FakeURL	http://fakeurl	URL
.	.	.

@FakeUsername	@FakeUsername	USR
Girl	Girl	NN
Andrea	Andrea	NNP
Yates	Yates	NNP
from	from	IN
#FakeHashtag	#FakeHashtag	HT
killed	kill	VBD
5	5	CD
of	of	IN
hers	hers	NNS
,	,	,
and	and	CC
is	be	VBZ
only	only	RB
in	in	IN
mental	mental	JJ
institution	institution	NN
smh	smh	NN
.	.	.
what	what	WP
channel	channel	NN
ru	ru	NN
watching	watch	VBG
?	?	.

@FakeUsername	@fakeusername	USR
insufficient	insufficient	JJ
postage	postage	NN
,	,	,
only	only	RB
some	some	DT
were	be	VBD
returned	return	VBN
not	not	RB
all	all	DT
,	,	,
60c	60c	CD
for	for	IN
the	the	DT
same	same	JJ
size	size	NN
of	of	IN
a	a	DT
christmas	christmas	NNP
card	card	NN
should	should	MD
be	be	VB
enough	enough	RB
shouldnt	shouldnt	MD
it	it	PRP
?	?	.

@FakeUsername	@FakeUsername	USR
new	new	JJ
vid	vid	NN
`Kiss	`kiss	NNP
Goodbye	Goodbye	UH
'	'	''
Premiere's	premiere's	NNP
tonight	tonight	NN
12AM	12am	CD
EST/9PM	est/9pm	NNP
PST	pst	NNP
on	on	IN
his	he	PRP$
website	website	NN
http://FakeURL	http://fakeurl	URL

@FakeUsername	@FakeUsername	USR
@FakeUsername	@FakeUsername	USR
@FakeUsername	@FakeUsername	USR
@FakeUsername	@FakeUsername	USR
Cool	Cool	JJ
,	,	,
good	good	JJ
lookin	lookin	VBG
out	out	RP
Anand	Anand	NNP
.	.	.
I	I	PRP
'	'	''
ll	ll	MD
miss	miss	VB
this	this	DT
cast	cast	NN
on	on	IN
tv	tv	NN
,	,	,
because	because	IN
I	I	PRP
could	could	MD
n't	not	RB
stop	stop	VB
laughing	laugh	VBG
.	.	.

@FakeUsername	@fakeusername	USR
youse	youse	PRP
a	a	DT
bandwagoner	bandwagoner	NN
...	...	:
\*	\*	SYM
Stephan	Stephan	NNP
Colbert	Colbert	NNP
wag	wag	UH
of	of	IN
the	the	DT
finger	finger	NN
\*	\*	SYM

@FakeUsername	@fakeusername	USR
U	U	PRP
curious	curious	JJ
about	about	IN
the	the	DT
fact	fact	NN
that	that	IN
we	we	PRP
are	be	VBP
paying	pay	VBG
Franklin	Franklin	NNP
Raines	Raines	NNP
legal	legal	JJ
fees	fee	NNS
for	for	IN
committing	commit	VBG
accounting	accounting	NN
fraud	fraud	NN
at	at	IN
Fannie	Fannie	NNP
Mae	Mae	NNP
?	?	.

@FakeUsername	@FakeUsername	USR
:	:	:
I	I	PRP
am	be	VBP
''	''	''
``pleased	``pleased	VBN
to	to	TO
announce	announce	VB
''	''	.
''	''	''
the	the	DT
Senate	Senate	NNP
is	be	VBZ
moving	move	VBG
forward	forward	RB
on	on	IN
a	a	DT
package	package	NN
of	of	IN
tax	tax	NN
cuts	cut	NNS
that	that	WDT
has	have	VBZ
strong	strong	JJ
bipartisan	bipartisan	JJ
support	support	NN
#FakeHashtag	#fakehashtag	HT
''	''	''

@FakeUsername	@FakeUsername	USR
Watch	Watch	VB
this	this	DT
!	!	.
Dr.	Dr.	NNP
Harris	Harris	NNP
@FakeUsername	@FakeUsername	USR
defines	define	VBZ
morality	morality	NN
correctly	correctly	RB
;	;	:
asserts	assert	VBZ
correctly	correctly	RB
that	that	IN
we	we	PRP
can	can	MD
measure	measure	VB
it	it	PRP
.	.	.
http://FakeURL	http://fakeurl	URL

@FakeUsername	@FakeUsername	USR
:	:	:
''	''	''
``I	``I	NNP
urge	urge	VB
the	the	DT
House	House	NNP
of	of	IN
Representatives	Representatives	NNPS
to	to	TO
act	act	VB
quickly	quickly	RB
on	on	IN
this	this	DT
important	important	JJ
matter	matter	NN
.	.	.
''	''	''
''	''	''
#FakeHashtag	#fakehashtag	HT
''	''	''

@FakeUsername	@fakeusername	USR
''	''	''
``fury	``fury	NN
''	''	''
''	''	''
?	?	.
Really	really	RB
?	?	.
''	''	''
``wild	``wild	JJ
or	or	CC
violent	violent	JJ
anger	anger	NN
''	''	''
''	''	''
-	-	:
per	per	IN
Oxford	Oxford	NNP
dictionary	dictionary	NN
.	.	.
Do	do	VB
you	you	PRP
think	think	VBP
so	so	RB
?	?	.
Or	or	CC
are	be	VBP
they	they	PRP
just	just	RB
a	a	DT
bit	bit	NN
politically	politically	RB
annoyed	annoy	VBD
?	?	.
''	''	''

@FakeUsername	@FakeUsername	USR
Indian	Indian	JJ
electronic	electronic	JJ
media	media	NNS
r	r	VBP
insane	insane	JJ
.	.	.

@FakeUsername	@fakeusername	USR
Irish	irish	JJ
`in	`in	NN
bailout	bailout	NN
talks	talk	NNS
with	with	IN
EU	EU	NNP
'	'	''
http://FakeURL	http://fakeurl	URL
))	))	UH
It	it	PRP
used	use	VBD
to	to	TO
be	be	VB
individual	individual	JJ
banks	bank	NNS
now	now	RB
its	its	PRP$
become	become	VBN
whole	whole	JJ
countries	country	NNS

@FakeUsername	@fakeusername	USR
QIPS	qip	NNP
#FakeHashtag	#fakehashtag	HT
#FakeHashtag	#fakehashtag	HT
manas-chaudhuri	manas-chaudhuri	NN
.	.	.
http://FakeURL	http://fakeurl	URL

@FakeUsername	@FakeUsername	USR
Solar	Solar	NNP
#FakeHashtag	#FakeHashtag	HT
#FakeHashtag	#FakeHashtag	HT
energy	energy	NN
Targets	target	NNS
Published	publish	VBN
In	in	IN
Business	business	NNP
Plan	plan	NNP
Page	Page	NNP
http://FakeURL	http://FakeURL	URL

@FakeUsername	@FakeUsername	USR
Solar	Solar	NNP
Energy	Energy	NNP
of	of	IN
QIPS	QIPS	NNP
energy	energy	NN
also	also	RB
designing	design	VBG
for	for	IN
Boa	boa	NNP
...	...	:
manas-chaudhuri	manas-chaudhuri	NN
.	.	.
http://FakeURL	http://fakeurl	URL

@FakeUsername	@FakeUsername	USR
:	:	:
Joy	Joy	NNP
!	!	.
MS	ms	NNP
Office	Office	NNP
now	now	RB
syncs	sync	VBZ
with	with	IN
Google	Google	NNP
Docs	Docs	NNS
(	(	(
well	well	RB
,	,	,
in	in	IN
beta	beta	NN
anyway	anyway	RB
)	)	)
.	.	.
We	we	PRP
are	be	VBP
soon	soon	RB
to	to	TO
be	be	VB
one	one	CD
big	big	JJ
happy	happy	JJ
collaborative	collaborative	JJ
Click	click	VB
family	family	NN
.	.	.
Ric	Ric	NNP

@FakeUsername	@fakeusername	USR
lol	lol	UH
was	be	VBD
just	just	RB
a	a	DT
joke	joke	NN
...	...	:
The	the	DT
`Other	`Other	NNP
Channel	Channel	NNP
'	'	''
does	do	VBZ
n't	not	RB
matter	matter	VB
lol	lol	UH

@FakeUsername	@fakeusername	USR
also	also	RB
a	a	DT
big	big	JJ
threat	threat	NN
to	to	TO
human	human	NN
and	and	CC
animals	animal	NNS
in	in	IN
Korea	Korea	NNP
.	.	.

@FakeUsername	@FakeUsername	USR
It	it	PRP
is	be	VBZ
also	also	RB
a	a	DT
big	big	JJ
worry	worry	NN
to	to	TO
human	human	NN
and	and	CC
animals	animal	NNS
in	in	IN
Korea	Korea	NNP

@FakeUsername	@fakeusername	USR
being	be	VBG
British	british	JJ
seperated	seperated	JJ
fathers	father	NNS
are	be	VBP
treated	treat	VBN
like	like	IN
Jews	Jews	NNS
in	in	IN
Nazi	Nazi	NNP
Germany	Germany	NNP
,	,	,
I	I	PRP
have	have	VBP
n't	not	RB
seen	see	VBN
my	my	PRP$
kids	kid	NNS
for	for	IN
8	8	CD
years	year	NNS
.	.	.
Compensate	compensate	VB
that	that	DT
.	.	.

@FakeUsername	@FakeUsername	USR
Is	be	VBZ
this	this	DT
anything	anything	NN
to	to	TO
do	do	VB
with	with	IN
Mr	Mr	NNP
Blunt	Blunt	NNP
making	make	VBG
my	my	PRP$
dogs	dog	NNS
in	in	IN
to	to	TO
lesbians	lesbian	NNS
?	?	.

@FakeUsername	@FakeUsername	USR
nice	nice	JJ
read	read	NN
on	on	IN
Ireland	Ireland	NNP

@FakeUsername	@FakeUsername	USR
The	The	DT
world	world	NN
will	will	MD
be	be	VB
a	a	DT
sadder	sadder	JJ
place	place	NN
without	without	IN
Leslie	Leslie	NNP
Nielsen	Nielsen	NNP
.	.	.
R.I.P.	R.I.P.	NNP

@FakeUsername	@FakeUsername	USR
:	:	:
Shock	shock	NN
in	in	IN
Ghana	Ghana	NNP
over	over	IN
gruesome	gruesome	JJ
death	death	NN
of	of	IN
`witch	`witch	NN
'	'	''
,	,	,
reportedly	reportedly	RB
involving	involve	VBG
a	a	DT
pastor	pastor	NN
:	:	:
http://FakeURL	http://fakeurl	URL

@FakeUsername	@FakeUsername	USR
:	:	:
The	the	DT
West	West	NNP
`can	`can	NNP
not	not	RB
defeat	defeat	VB
al-Qaeda	al-Qaeda	NNP
'	'	POS
:	:	:
http://FakeURL	http://fakeurl	URL

@FakeUsername	@FakeUsername	USR
:	:	:
UK	UK	NNP
man	man	NN
charged	charge	VBN
with	with	IN
terrorism	terrorism	NN
offences	offence	NNS
over	over	IN
a	a	DT
blog	blog	NN
listing	listing	VBG
MPs	mp	NNP
it	it	PRP
claimed	claim	VBD
voted	vote	VBD
for	for	IN
the	the	DT
Iraq	Iraq	NNP
war	war	NN

@FakeUsername	@FakeUsername	USR
:	:	:
Wikileaks	Wikileaks	NNP
sparks	spark	VBZ
anger	anger	NN
in	in	IN
Europe	Europe	NNP
:	:	:
http://FakeURL	http://fakeurl	URL

@FakeUsername	@FakeUsername	USR
Liam	Liam	NNP
Fox	Fox	NNP
is	be	VBZ
full	full	JJ
of	of	IN
it	it	PRP
.	.	.

@FakeUsername	@FakeUsername	USR
@FakeUsername	@FakeUsername	USR
@FakeUsername	@FakeUsername	USR
@FakeUsername	@FakeUsername	USR
@FakeUsername	@FakeUsername	USR
@FakeUsername	@FakeUsername	USR
@FakeUsername	@FakeUsername	USR
WHO	who	WP
WON	win	VBD
YELLOw	yellow	NNP
YEAH	yeah	UH
?!!!	?!!!	.

@FakeUsername	@FakeUsername	USR
Would	would	MD
u	u	PRP
like	like	VBP
Mr	Mr	NNP
Palmer	Palmer	NNP
if	if	IN
a	a	DT
rocket	rocket	NN
carrying	carry	VBG
this	this	DT
radioactive	radioactive	JJ
package	package	NN
blew	blow	VBD
up	up	RP
&	&	CC
spewed	spew	VBD
radioactive	radioactive	JJ
particulates	particulate	NNS
in	in	IN
yr	yr	NN
back	back	RB
yard	yard	NN
?	?	.

@FakeUsername	@FakeUsername	USR
marry	marry	VB
,	,	,
kiss	kiss	VB
,	,	,
kill	kill	VB
:	:	:
Gavin	Gavin	NNP
Henson	Henson	NNP
,	,	,
Barry	Barry	NNP
chuckle	chuckle	VBP
,	,	,
will	will	MD
ferrell	ferrell	VB
?	?	.

@FakeUsername	@FakeUsername	USR
so	so	RB
you	you	PRP
dont	dont	VBP
work	work	VB
for	for	IN
the	the	DT
BBC	BBC	NNP
?	?	.

@FakeUsername	@FakeUsername	USR
what	what	PRP
round	round	NN
will	will	MD
David	David	NNP
Haye	Haye	NNP
KO	KO	NNP
Audley	Audley	NNP
?	?	.

@FakeUsername	@FakeUsername	USR
what	what	PRP
would	would	MD
you	you	PRP
rather	rather	RB
do	do	VBP
for	for	IN
a	a	DT
living	living	NN
,	,	,
cheerleader	cheerleader	NN
or	or	CC
gardener	gardener	NN
?	?	.

@FakeUsername	@fakeusername	USR
where	where	WRB
would	would	MD
you	you	PRP
rather	rather	RB
visit	visit	VB
-	-	:
your	you	PRP$
mother	mother	NN
in	in	IN
laws	law	NNS
or	or	CC
the	the	DT
Tooth	Tooth	NNP
Fairies	Fairies	NNP
castle	castle	NNP
?	?	.

@FakeUsername	@FakeUsername	USR
you	you	PRP
are	be	VBP
Tweeting	tweet	VBG
for	for	IN
the	the	DT
biggest	biggest	JJS
sport	sport	NN
site	site	NN
in	in	IN
the	the	DT
UK	UK	NNP
and	and	CC
dont	dont	VBP
know	know	VB
about	about	IN
Rugby	Rugby	NNP
...	...	:
poor	poor	JJ
form	form	NN
.	.	.
.	.	.

@FakeUsername	@fakeusername	USR
.	.	.
Ooops	Ooops	UH
.	.	.
Thats	Thats	VB
the	the	DT
popular	popular	JJ
Pirate	Pirate	NNP
Bay	Bay	NNP
.	.	.

@FakeUsername	@FakeUsername	USR
,	,	,
I	I	PRP
really	really	RB
hope	hope	VBP
it	it	PRP
does	do	VBZ
n't	not	RB
have	have	VB
to	to	TO
come	come	VB
to	to	TO
that	that	DT
.	.	.
#FakeHashtag	#fakehashtag	HT
#FakeHashtag	#fakehashtag	HT

@FakeUsername	@FakeUsername	USR
A	A	DT
Ghazal	Ghazal	NNP
of	of	IN
Ghalib	Ghalib	NNP
In	in	IN
English	English	NNP
:	:	:
A	A	DT
Ghazal	Ghazal	NNP
of	of	IN
Ghalib	Ghalib	NNP
Rendered	Rendered	NNP
...	...	:
http://FakeURL	http://fakeurl	URL

@FakeUsername	@FakeUsername	USR
Octagon	Octagon	NNP
Blog	Blog	NN
:	:	:
MMA	MMA	NN
in	in	IN
Glasgow	Glasgow	NNP
2011	2011	CD
!	!	.

@FakeUsername	@FakeUsername	USR
the	the	DT
UK	UK	NNP
family	family	NN
law	law	NN
holocaust	holocaust	NN
has	have	VBZ
seen	see	VBN
millions	million	NNS
of	of	IN
UK	UK	NNP
kids	kid	NNS
taken	take	VBN
from	from	IN
seperated	seperated	JJ
fathers	father	NNS
,	,	,
thanks	thanks	NNS
to	to	TO
JESUS	JESUS	NNP
,	,	,
he	he	PRP
is	be	VBZ
to	to	TO
return	return	VB
them	they	PRP
.	.	.

@FakeUsername	@fakeusername	USR
`DADT	`dadt	NNP
'	'	POS
-	-	:
America	America	NNP
still	still	RB
has	have	VBZ
a	a	DT
long	long	JJ
way	way	NN
to	to	TO
go	go	VB
to	to	TO
get	get	VB
on	on	IN
the	the	DT
humanitarian	humanitarian	JJ
list	list	NN
!	!	.

@FakeUsername	@fakeusername	USR
''	''	''
``A	``a	NNP
man	man	NN
in	in	IN
police	police	NN
uniform	uniform	NN
kills	kill	VBZ
6	6	CD
NATO	NATO	NNP
troops	troops	NNS
during	during	IN
training	training	NN
session	session	NN
in	in	IN
eastern	eastern	JJ
Afghanistan	Afghanistan	NNP
.	.	.
''	''	''
''	''	''
.	.	.
.	.	.
Thats	Thats	VB
the	the	DT
thing	thing	NN
about	about	IN
uniforms	uniform	NNS
.	.	.
''	''	''

@FakeUsername	@fakeusername	USR
''	''	''
``valleylist	``valleylist	NN
''	''	''
''	''	''
v135	v135	CD
r	r	NN
.	.	.
1	1	CD
-	-	:
-	-	:
electricity	electricity	NN
(	(	(
jerry	jerry	NNP
yang	yang	NNP
and	and	CC
david	david	NNP
filo	filo	NN
)	)	)
http://FakeURL	http://fakeurl	URL
''	''	''

@FakeUsername	@FakeUsername	USR
@FakeUsername	@FakeUsername	USR
Fiona	Fiona	NNP
looks	look	VBZ
a	a	DT
bit	bit	NN
Frumpy	frumpy	JJ
Tonight	Tonight	NN
Watch	Watch	VB
out	out	RP
the	the	DT
BBC	BBC	NNP
might	might	MD
ship	ship	VB
in	in	IN
some	some	DT
Chinese	Chinese	JJ
News	News	NN
Readers	reader	NNS
to	to	TO
save	save	VB
Money	money	NN
!	!	.

@FakeUsername	@FakeUsername	USR
@FakeUsername	@FakeUsername	USR
@FakeUsername	@FakeUsername	USR
Question	Question	NN
:	:	:
Why	why	WRB
won	win	VBD
t	t	NN
Breitbart	Breitbart	NNP
report	report	NN
on	on	IN
ADL	adl	NNP
s	s	POS
sweeping	sweeping	JJ
condemnation	condemnation	NN
of	of	IN
Beck	Beck	NNP
?	?	.
http://FakeURL	http://FakeURL	URL
@FakeUsername	@FakeUsername	USR

@FakeUsername	@fakeusername	USR
350M	350m	NNP
US	US	NNP
for	for	IN
a	a	DT
Trent	trent	NNP
900	900	CD
Each	each	DT
Naga	naga	NNP
?	?	.
surely	surely	RB
thats	that	DT
10	10	CD
times	time	NNS
too	too	RB
Much	much	JJ
!	!	.
1.4	1.4	CD
Billion	Billion	NNP
for	for	IN
for	for	IN
4	4	CD
?	?	.

@FakeUsername	@FakeUsername	USR
Action	Action	NN
Plan	Plan	NN
for	for	IN
Econ	Econ	NNP
Salvation	Salvation	NNP
of	of	IN
Pak	Pak	NNP
:	:	:
Security	security	NN
of	of	IN
Pakistan	Pakistan	NNP
s	be	POS
future	future	NN
depends	depend	VBZ
in	in	IN
its	its	PRP$
econom	econom	NN
growth	growth	NN
&	&	CC
d	d	NN
.	.	.
.	.	UH
.	.	.
http://FakeURL	http://fakeurl	URL

@FakeUsername	@FakeUsername	USR
Alternatively	alternatively	RB
could	could	MD
North	North	NNP
Korea's	Korea's	NNP
attack	attack	NN
on	on	IN
South	South	NNP
Korea	Korea	NNP
have	have	VBP
an	a	DT
influence	influence	NN
on	on	IN
Asian	asian	JJ
shares	share	NNS
?	?	.

@FakeUsername	@FakeUsername	USR
Australia	Australia	NNP
s	be	POS
Blackwater	Blackwater	NNP
update	update	NN
:	:	:
Christmas	Christmas	NNP
Island	Island	NNP
detainees	detainee	VBZ
sew	sew	NN
lips	lip	NNS
together	together	RB
http://FakeURL	http://fakeurl	URL
@FakeUsername	@fakeusername	USR
@FakeUsername	@fakeusername	USR
#FakeHashtag	#fakehashtag	HT

@FakeUsername	@FakeUsername	USR
British	British	JJ
seperated	seperate	JJ
fathers	father	NNS
are	be	VBP
treated	treat	VBN
like	like	IN
Jews	Jews	NNS
in	in	IN
Nazi	Nazi	NNP
Germany	Germany	NNP
,	,	,
I	I	PRP
have	have	VBP
n't	not	RB
seen	see	VBN
my	my	PRP$
kids	kid	NNS
for	for	IN
8	8	CD
years	year	NNS
.	.	.
Compensate	compensate	VB
that	that	DT
.	.	.

@FakeUsername	@fakeusername	USR
By	by	IN
repeat	repeat	NN
annonucements	annonucement	NNS
these	these	DT
Americans	american	NNS
will	will	MD
make	make	VB
$	$	$
7.5	7.5	CD
billion	billion	CD
KLB	KLB	NNP
aid	aid	NN
look	look	VB
like	like	IN
$	$	$
750	750	CD
billions	billion	NNS
assistance	assistance	NN
to	to	TO
Pakistan	Pakistan	NNP
.	.	.

@FakeUsername	@FakeUsername	USR
Coke	Coke	NNP
vs	vs	IN
.	.	.
Pepsi	Pepsi	NNP
in	in	IN
emerging	emerge	VBG
markets	market	NNS
-	-	:
BRICA	BRICA	NNP
Group	Group	NNP
Weekly	Weekly	NNP
Episode	Episode	NN
1	1	CD
http://FakeURL	http://fakeurl	URL
via	via	IN
@FakeUsername	@fakeusername	USR

@FakeUsername	@FakeUsername	USR
English	English	NNP
family	family	NN
law	law	NN
holocaust	holocaust	NN
sees	see	VBZ
millions	million	NNS
of	of	IN
UK	UK	NNP
kids	kid	NNS
snatched	snatch	VBN
from	from	IN
separated	separated	JJ
fathers	father	NNS
.	.	.
Children	Children	NNS
suffering	suffer	VBG
mental	mental	JJ
torture	torture	NN
.	.	.

@FakeUsername	@FakeUsername	USR
English	English	NNP
family	family	NN
law	law	NN
holocaust	holocaust	NN
sees	see	VBZ
millions	million	NNS
of	of	IN
UK	UK	NNP
kids	kid	NNS
snatched	snatch	VBN
from	from	IN
separated	separated	JJ
fathers	father	NNS
.	.	.
UK	UK	NNP
children	child	NNS
suffering	suffer	VBG
mental	mental	JJ
torture	torture	NN
.	.	.

@FakeUsername	@FakeUsername	USR
FALSE	FALSE	JJ
PROPHET	PROPHET	NN
RICK	RICK	NNP
JOYNER	JOYNER	NNP
IN	in	IN
TROUBLE	TROUBLE	NNP
FINANCIALLY	FINANCIALLY	RB
AND	and	CC
WITH	with	IN
HIS	he	PRP$
JIM	JIM	NNP
BAKKER	BAKKER	NNP
BUILDING	BUILDING	NNP
